:START_ID,DATA,:END_ID,:TYPE
MO_100001_129,NONE,MO_1_11426,MAP
MO_100001_129,NONE,VMR_2_152775,MAP
MO_100001_130,NONE,MO_1_11427,MAP
MO_100001_130,NONE,VMR_2_152776,MAP
MO_100001_131,NONE,MO_1_11428,MAP
MO_100001_131,NONE,VMR_2_152777,MAP
MO_100001_132,NONE,MO_1_11429,MAP
MO_100001_132,NONE,VMR_2_152778,MAP
MO_100001_133,NONE,MO_1_11430,MAP
MO_100001_133,NONE,VMR_2_152779,MAP
MO_100001_134,NONE,MO_1_11431,MAP
MO_100001_134,NONE,VMR_2_152780,MAP
MO_100001_135,NONE,MO_1_11432,MAP
MO_100001_135,NONE,VMR_2_152781,MAP
MO_100001_136,NONE,MO_1_11433,MAP
MO_100001_136,NONE,VMR_2_152782,MAP
MO_100001_137,NONE,MO_1_11434,MAP
MO_100001_137,NONE,VMR_2_152783,MAP
MO_100001_138,NONE,MO_1_11435,MAP
MO_100001_138,NONE,VMR_2_152784,MAP
MO_100001_139,NONE,MO_1_11436,MAP
MO_100001_139,NONE,VMR_2_152785,MAP
MO_100001_140,NONE,MO_1_12737,MAP
MO_100001_140,NONE,VMR_2_153057,MAP
MO_100001_141,NONE,MO_1_12779,MAP
MO_100001_141,NONE,VMR_2_153099,MAP
MO_100001_142,NONE,MO_1_12866,MAP
MO_100001_142,NONE,VMR_2_153186,MAP
MO_100001_143,NONE,MO_1_12867,MAP
MO_100001_143,NONE,VMR_2_153187,MAP
MO_100001_144,NONE,MO_1_12931,MAP
MO_100001_144,NONE,VMR_2_153251,MAP
MO_100001_145,NONE,MO_1_12932,MAP
MO_100001_145,NONE,VMR_2_153252,MAP
MO_100001_146,NONE,MO_1_12933,MAP
MO_100001_146,NONE,VMR_2_153253,MAP
MO_100001_147,NONE,MO_1_12934,MAP
MO_100001_147,NONE,VMR_2_153254,MAP
MO_100001_148,NONE,MO_1_12935,MAP
MO_100001_148,NONE,VMR_2_153255,MAP
MO_100001_149,NONE,MO_1_12936,MAP
MO_100001_149,NONE,VMR_2_153256,MAP
MO_100001_150,NONE,MO_1_12937,MAP
MO_100001_150,NONE,VMR_2_153257,MAP
MO_100001_151,NONE,MO_1_12938,MAP
MO_100001_151,NONE,VMR_2_153258,MAP
MO_100001_152,NONE,MO_1_12939,MAP
MO_100001_152,NONE,VMR_2_153259,MAP
MO_100001_153,NONE,MO_1_12940,MAP
MO_100001_153,NONE,VMR_2_153260,MAP
MO_100001_154,NONE,MO_1_12941,MAP
MO_100001_154,NONE,VMR_2_153261,MAP
MO_100001_155,NONE,MO_1_12942,MAP
MO_100001_155,NONE,VMR_2_153262,MAP
MO_100001_156,NONE,MO_1_12943,MAP
MO_100001_156,NONE,VMR_2_153263,MAP
MO_100001_157,NONE,MO_1_12944,MAP
MO_100001_157,NONE,VMR_2_153264,MAP
MO_100001_158,NONE,MO_1_12945,MAP
MO_100001_158,NONE,VMR_2_153265,MAP
MO_100001_159,NONE,MO_1_12946,MAP
MO_100001_159,NONE,VMR_2_153266,MAP
MO_100001_160,NONE,MO_1_12947,MAP
MO_100001_160,NONE,VMR_2_153267,MAP
MO_100001_161,NONE,MO_1_12948,MAP
MO_100001_161,NONE,VMR_2_153268,MAP
