NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,RWX,HOLD,PD_100001,VMR_100002_154,
,,RWX,HOLD,PD_100001,VMR_100002_155,
,,RWX,HOLD,PD_100001,VMR_100002_156,
,,RWX,HOLD,PD_100001,VMR_100002_157,
,,RWX,HOLD,PD_100001,VMR_100002_158,
,,RWX,HOLD,PD_100001,VMR_100002_159,
,,RWX,HOLD,PD_100001,VMR_100002_160,
,,RWX,HOLD,PD_100001,VMR_100002_161,
,,RWX,HOLD,PD_100001,VMR_100002_162,
,,RWX,HOLD,PD_100001,VMR_100002_163,
,,RWX,HOLD,PD_100001,VMR_100002_164,
,,RWX,HOLD,PD_100001,VMR_100002_165,
,,RWX,HOLD,PD_100001,VMR_100002_166,
,,RWX,HOLD,PD_100001,VMR_100002_167,
,,RWX,HOLD,PD_100001,VMR_100002_168,
,,RWX,HOLD,PD_100001,VMR_100002_169,
,,RWX,HOLD,PD_100001,VMR_100002_170,
,,RWX,HOLD,PD_100001,VMR_100002_171,
