:START_ID,DATA,:END_ID,:TYPE
MO_100001_68,NONE,VMR_9_4,MAP
MO_100001_69,NONE,MO_4_e,MAP
MO_100001_69,NONE,VMR_9_4,MAP
MO_100001_70,NONE,MO_4_e,MAP
MO_100001_70,NONE,VMR_9_4,MAP
MO_100001_71,NONE,MO_4_e,MAP
MO_100001_71,NONE,VMR_9_4,MAP
MO_100001_72,NONE,MO_4_e,MAP
MO_100001_72,NONE,VMR_9_4,MAP
MO_100001_73,NONE,MO_4_e,MAP
MO_100001_73,NONE,VMR_9_4,MAP
MO_100001_74,NONE,MO_4_e,MAP
MO_100001_74,NONE,VMR_9_4,MAP
MO_100001_75,NONE,MO_4_e,MAP
MO_100001_75,NONE,VMR_9_4,MAP
MO_100001_76,NONE,MO_4_e,MAP
MO_100001_76,NONE,VMR_9_4,MAP
MO_100001_77,NONE,MO_4_e,MAP
MO_100001_77,NONE,VMR_9_4,MAP
MO_100001_78,NONE,MO_4_e,MAP
MO_100001_78,NONE,VMR_9_4,MAP
MO_100001_79,NONE,MO_4_e,MAP
MO_100001_79,NONE,VMR_9_4,MAP
MO_100001_80,NONE,MO_4_e,MAP
MO_100001_80,NONE,VMR_9_4,MAP
MO_100001_81,NONE,MO_4_e,MAP
MO_100001_81,NONE,VMR_9_4,MAP
MO_100001_82,NONE,MO_4_e,MAP
MO_100001_82,NONE,VMR_9_4,MAP
MO_100001_83,NONE,MO_4_e,MAP
MO_100001_83,NONE,VMR_9_4,MAP
MO_100001_84,NONE,MO_4_e,MAP
MO_100001_84,NONE,VMR_9_4,MAP
MO_100001_85,NONE,MO_4_e,MAP
MO_100001_85,NONE,VMR_9_4,MAP
MO_100001_86,NONE,MO_4_e,MAP
MO_100001_86,NONE,VMR_9_4,MAP
MO_100001_87,NONE,MO_4_e,MAP
MO_100001_87,NONE,VMR_9_4,MAP
MO_100001_88,NONE,MO_4_e,MAP
MO_100001_88,NONE,VMR_9_4,MAP
MO_100001_89,NONE,MO_4_e,MAP
MO_100001_89,NONE,VMR_9_4,MAP
MO_100001_90,NONE,MO_4_e,MAP
MO_100001_90,NONE,VMR_9_4,MAP
MO_100001_91,NONE,MO_4_e,MAP
MO_100001_91,NONE,VMR_9_4,MAP
MO_100001_92,NONE,MO_4_e,MAP
MO_100001_92,NONE,VMR_9_4,MAP
MO_100001_93,NONE,MO_4_e,MAP
MO_100001_93,NONE,VMR_9_4,MAP
MO_100001_94,NONE,MO_4_e,MAP
MO_100001_94,NONE,VMR_9_4,MAP
MO_100001_95,NONE,MO_4_e,MAP
MO_100001_95,NONE,VMR_9_4,MAP
MO_100001_96,NONE,MO_4_e,MAP
MO_100001_96,NONE,VMR_9_4,MAP
MO_100001_97,NONE,MO_4_e,MAP
MO_100001_97,NONE,VMR_9_4,MAP
MO_100001_98,NONE,MO_4_e,MAP
MO_100001_98,NONE,VMR_9_4,MAP
MO_100001_99,NONE,MO_4_e,MAP
MO_100001_99,NONE,VMR_9_4,MAP
MO_100001_100,NONE,MO_4_e,MAP
MO_100001_100,NONE,VMR_9_4,MAP
MO_100001_101,NONE,MO_4_e,MAP
MO_100001_101,NONE,VMR_9_4,MAP
MO_100001_102,NONE,MO_4_e,MAP
MO_100001_102,NONE,VMR_9_4,MAP
MO_100001_103,NONE,MO_4_e,MAP
MO_100001_103,NONE,VMR_9_4,MAP
MO_100001_104,NONE,MO_4_e,MAP
MO_100001_104,NONE,VMR_9_4,MAP
MO_100001_105,NONE,MO_4_e,MAP
MO_100001_105,NONE,VMR_9_4,MAP
MO_100001_106,NONE,MO_4_e,MAP
MO_100001_106,NONE,VMR_9_4,MAP
MO_100001_107,NONE,MO_4_e,MAP
MO_100001_107,NONE,VMR_9_4,MAP
MO_100001_108,NONE,MO_4_e,MAP
MO_100001_108,NONE,VMR_9_4,MAP
MO_100001_109,NONE,MO_4_e,MAP
MO_100001_109,NONE,VMR_9_4,MAP
MO_100001_110,NONE,MO_4_e,MAP
MO_100001_110,NONE,VMR_9_4,MAP
MO_100001_111,NONE,MO_4_e,MAP
MO_100001_111,NONE,VMR_9_4,MAP
MO_100001_112,NONE,MO_4_e,MAP
MO_100001_112,NONE,VMR_9_4,MAP
MO_100001_113,NONE,MO_4_e,MAP
MO_100001_113,NONE,VMR_9_4,MAP
MO_100001_114,NONE,MO_4_e,MAP
MO_100001_114,NONE,VMR_9_4,MAP
MO_100001_115,NONE,MO_4_e,MAP
MO_100001_115,NONE,VMR_9_4,MAP
MO_100001_116,NONE,MO_4_e,MAP
MO_100001_116,NONE,VMR_9_4,MAP
MO_100001_117,NONE,MO_4_e,MAP
MO_100001_117,NONE,VMR_9_4,MAP
MO_100001_118,NONE,MO_4_e,MAP
MO_100001_118,NONE,VMR_9_4,MAP
MO_100001_119,NONE,MO_4_e,MAP
MO_100001_119,NONE,VMR_9_4,MAP
MO_100001_120,NONE,MO_4_e,MAP
MO_100001_120,NONE,VMR_9_4,MAP
MO_100001_121,NONE,MO_4_e,MAP
MO_100001_121,NONE,VMR_9_4,MAP
MO_100001_122,NONE,MO_4_e,MAP
MO_100001_122,NONE,VMR_9_4,MAP
MO_100001_123,NONE,MO_4_e,MAP
MO_100001_123,NONE,VMR_9_4,MAP
MO_100001_124,NONE,MO_4_e,MAP
MO_100001_124,NONE,VMR_9_4,MAP
MO_100001_125,NONE,MO_4_e,MAP
MO_100001_125,NONE,VMR_9_4,MAP
MO_100001_126,NONE,MO_4_e,MAP
MO_100001_126,NONE,VMR_9_4,MAP
MO_100001_127,NONE,MO_4_e,MAP
MO_100001_127,NONE,VMR_9_4,MAP
MO_100001_128,NONE,MO_4_e,MAP
MO_100001_128,NONE,VMR_9_4,MAP
MO_100001_129,NONE,MO_4_e,MAP
MO_100001_129,NONE,VMR_9_4,MAP
MO_100001_130,NONE,MO_4_e,MAP
MO_100001_130,NONE,VMR_9_4,MAP
MO_100001_131,NONE,MO_4_e,MAP
MO_100001_131,NONE,VMR_9_4,MAP
MO_100001_132,NONE,MO_4_e,MAP
MO_100001_132,NONE,VMR_9_4,MAP
MO_100001_133,NONE,MO_4_e,MAP
MO_100001_133,NONE,VMR_9_4,MAP
MO_100001_134,NONE,MO_4_e,MAP
MO_100001_134,NONE,VMR_9_4,MAP
MO_100001_135,NONE,MO_4_e,MAP
MO_100001_135,NONE,VMR_9_4,MAP
MO_100001_136,NONE,MO_4_e,MAP
MO_100001_136,NONE,VMR_9_4,MAP
MO_100001_137,NONE,MO_4_e,MAP
MO_100001_137,NONE,VMR_9_4,MAP
MO_100001_138,NONE,MO_4_e,MAP
MO_100001_138,NONE,VMR_9_4,MAP
MO_100001_139,NONE,MO_4_e,MAP
MO_100001_139,NONE,VMR_9_4,MAP
MO_100001_140,NONE,MO_4_e,MAP
MO_100001_140,NONE,VMR_9_4,MAP
MO_100001_141,NONE,MO_4_e,MAP
MO_100001_141,NONE,VMR_9_4,MAP
MO_100001_142,NONE,MO_4_e,MAP
MO_100001_142,NONE,VMR_9_4,MAP
MO_100001_143,NONE,MO_4_e,MAP
MO_100001_143,NONE,VMR_9_4,MAP
MO_100001_144,NONE,MO_4_e,MAP
MO_100001_144,NONE,VMR_9_4,MAP
MO_100001_145,NONE,MO_4_e,MAP
MO_100001_145,NONE,VMR_9_4,MAP
MO_100001_146,NONE,MO_4_e,MAP
MO_100001_146,NONE,VMR_9_4,MAP
MO_100001_147,NONE,MO_4_e,MAP
MO_100001_147,NONE,VMR_9_4,MAP
MO_100001_148,NONE,MO_4_e,MAP
MO_100001_148,NONE,VMR_9_4,MAP
MO_100001_149,NONE,MO_4_e,MAP
MO_100001_149,NONE,VMR_9_4,MAP
MO_100001_150,NONE,MO_4_e,MAP
MO_100001_150,NONE,VMR_9_4,MAP
MO_100001_151,NONE,MO_4_e,MAP
MO_100001_151,NONE,VMR_9_4,MAP
MO_100001_152,NONE,MO_4_e,MAP
MO_100001_152,NONE,VMR_9_4,MAP
MO_100001_153,NONE,MO_4_e,MAP
MO_100001_153,NONE,VMR_9_4,MAP
MO_100001_154,NONE,MO_4_e,MAP
MO_100001_154,NONE,VMR_9_4,MAP
MO_100001_155,NONE,MO_4_e,MAP
