NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,NONE,MAP,MO_100001_253,VMR_2_238190,
,,NONE,MAP,MO_100001_254,MO_1_13064,
,,NONE,MAP,MO_100001_254,VMR_2_238191,
,,NONE,MAP,MO_100001_255,MO_1_13065,
,,NONE,MAP,MO_100001_255,VMR_2_238192,
,,NONE,MAP,MO_100001_256,MO_1_13066,
,,NONE,MAP,MO_100001_256,VMR_2_238193,
,,NONE,MAP,MO_100001_257,MO_1_13067,
,,NONE,MAP,MO_100001_257,VMR_2_238194,
,,NONE,MAP,MO_100001_258,MO_1_13068,
,,NONE,MAP,MO_100001_258,VMR_2_238195,
,,NONE,MAP,MO_100001_259,MO_1_13069,
,,NONE,MAP,MO_100001_259,VMR_2_238196,
,,NONE,MAP,MO_100001_260,MO_1_13070,
,,NONE,MAP,MO_100001_260,VMR_2_238197,
,,NONE,MAP,MO_100001_261,MO_1_13071,
,,NONE,MAP,MO_100001_261,VMR_2_238198,
,,NONE,MAP,MO_100001_262,MO_1_29094,
,,NONE,MAP,MO_100001_262,VMR_2_239479,
,,NONE,MAP,MO_100001_263,MO_1_29095,
,,NONE,MAP,MO_100001_263,VMR_2_239480,
,,NONE,MAP,MO_100001_264,MO_1_29096,
,,NONE,MAP,MO_100001_264,VMR_2_239481,
,,NONE,MAP,MO_100001_265,MO_1_29097,
,,NONE,MAP,MO_100001_265,VMR_2_239482,
,,NONE,MAP,MO_100001_266,MO_1_29098,
,,NONE,MAP,MO_100001_266,VMR_2_239483,
,,NONE,MAP,MO_100001_267,MO_1_29099,
,,NONE,MAP,MO_100001_267,VMR_2_239484,
,,NONE,MAP,MO_100001_268,MO_1_29100,
,,NONE,MAP,MO_100001_268,VMR_2_239485,
,,NONE,MAP,MO_100001_269,MO_1_29101,
,,NONE,MAP,MO_100001_269,VMR_2_239486,
,,NONE,MAP,MO_100001_270,MO_1_29102,
,,NONE,MAP,MO_100001_270,VMR_2_239487,
,,NONE,MAP,MO_100001_271,MO_1_29103,
,,NONE,MAP,MO_100001_271,VMR_2_239488,
,,NONE,MAP,MO_100001_272,MO_1_29104,
,,NONE,MAP,MO_100001_272,VMR_2_239489,
,,NONE,MAP,MO_100001_273,MO_1_29105,
,,NONE,MAP,MO_100001_273,VMR_2_239490,
,,NONE,MAP,MO_100001_274,MO_1_29106,
,,NONE,MAP,MO_100001_274,VMR_2_239491,
,,NONE,MAP,MO_100001_275,MO_1_29107,
,,NONE,MAP,MO_100001_275,VMR_2_239492,
,,NONE,MAP,MO_100001_276,MO_1_29108,
,,NONE,MAP,MO_100001_276,VMR_2_239493,
,,NONE,MAP,MO_100001_277,MO_1_29109,
,,NONE,MAP,MO_100001_277,VMR_2_239494,
,,NONE,MAP,MO_100001_278,MO_1_29110,
,,NONE,MAP,MO_100001_278,VMR_2_239495,
,,NONE,MAP,MO_100001_279,MO_1_29111,
,,NONE,MAP,MO_100001_279,VMR_2_239496,
,,NONE,MAP,MO_100001_280,MO_1_29112,
,,NONE,MAP,MO_100001_280,VMR_2_239497,
,,NONE,MAP,MO_100001_281,MO_1_29113,
,,NONE,MAP,MO_100001_281,VMR_2_239498,
,,NONE,MAP,MO_100001_282,MO_1_29114,
,,NONE,MAP,MO_100001_282,VMR_2_239499,
,,NONE,MAP,MO_100001_283,MO_1_29115,
,,NONE,MAP,MO_100001_283,VMR_2_239500,
,,NONE,MAP,MO_100001_284,MO_1_29116,
,,NONE,MAP,MO_100001_284,VMR_2_239501,
,,NONE,MAP,MO_100001_285,MO_1_29117,
,,NONE,MAP,MO_100001_285,VMR_2_239502,
,,NONE,MAP,MO_100001_286,MO_1_29119,
,,NONE,MAP,MO_100001_286,VMR_2_239504,
,,NONE,MAP,MO_100001_287,MO_1_29120,
,,NONE,MAP,MO_100001_287,VMR_2_239505,
,,NONE,MAP,MO_100001_288,MO_1_29121,
,,NONE,MAP,MO_100001_288,VMR_2_239506,
,,NONE,MAP,MO_100001_289,MO_1_29122,
,,NONE,MAP,MO_100001_289,VMR_2_239507,
,,NONE,MAP,MO_100001_290,MO_1_29123,
,,NONE,MAP,MO_100001_290,VMR_2_239508,
,,NONE,MAP,MO_100001_291,MO_1_29124,
,,NONE,MAP,MO_100001_291,VMR_2_239509,
,,NONE,MAP,MO_100001_292,MO_1_29125,
,,NONE,MAP,MO_100001_292,VMR_2_239510,
