NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,NONE,MAP,MO_100001_37,VMR_2_226826,
,,NONE,MAP,MO_100001_38,MO_1_27451,
,,NONE,MAP,MO_100001_38,VMR_2_226827,
,,NONE,MAP,MO_100001_39,MO_1_27452,
,,NONE,MAP,MO_100001_39,VMR_2_226828,
,,NONE,MAP,MO_100001_40,MO_1_27453,
,,NONE,MAP,MO_100001_40,VMR_2_226829,
,,NONE,MAP,MO_100001_41,MO_1_27454,
,,NONE,MAP,MO_100001_41,VMR_2_226830,
,,NONE,MAP,MO_100001_42,MO_1_27455,
,,NONE,MAP,MO_100001_42,VMR_2_226831,
,,NONE,MAP,MO_100001_43,MO_1_27456,
,,NONE,MAP,MO_100001_43,VMR_2_226832,
,,NONE,MAP,MO_100001_44,MO_1_27457,
,,NONE,MAP,MO_100001_44,VMR_2_226833,
,,NONE,MAP,MO_100001_45,MO_1_27458,
,,NONE,MAP,MO_100001_45,VMR_2_226834,
,,NONE,MAP,MO_100001_46,MO_1_27459,
,,NONE,MAP,MO_100001_46,VMR_2_226835,
,,NONE,MAP,MO_100001_47,MO_1_27460,
,,NONE,MAP,MO_100001_47,VMR_2_226836,
,,NONE,MAP,MO_100001_48,MO_1_27461,
,,NONE,MAP,MO_100001_48,VMR_2_226837,
,,NONE,MAP,MO_100001_49,MO_1_27462,
,,NONE,MAP,MO_100001_49,VMR_2_226838,
,,NONE,MAP,MO_100001_50,MO_1_27493,
,,NONE,MAP,MO_100001_50,VMR_2_226869,
,,NONE,MAP,MO_100001_51,MO_1_27494,
,,NONE,MAP,MO_100001_51,VMR_2_226870,
,,NONE,MAP,MO_100001_52,MO_1_27496,
,,NONE,MAP,MO_100001_52,VMR_2_226872,
,,NONE,MAP,MO_100001_53,MO_1_27497,
,,NONE,MAP,MO_100001_53,VMR_2_226873,
,,NONE,MAP,MO_100001_54,MO_1_27498,
,,NONE,MAP,MO_100001_54,VMR_2_226874,
,,NONE,MAP,MO_100001_55,MO_1_27499,
,,NONE,MAP,MO_100001_55,VMR_2_226875,
,,NONE,MAP,MO_100001_56,MO_1_27500,
,,NONE,MAP,MO_100001_56,VMR_2_226876,
,,NONE,MAP,MO_100001_57,MO_1_27501,
,,NONE,MAP,MO_100001_57,VMR_2_226877,
,,NONE,MAP,MO_100001_58,MO_1_27502,
,,NONE,MAP,MO_100001_58,VMR_2_226878,
,,NONE,MAP,MO_100001_59,MO_1_27503,
,,NONE,MAP,MO_100001_59,VMR_2_226879,
,,NONE,MAP,MO_100001_60,MO_1_27504,
,,NONE,MAP,MO_100001_60,VMR_2_226880,
,,NONE,MAP,MO_100001_61,MO_1_27505,
,,NONE,MAP,MO_100001_61,VMR_2_226881,
,,NONE,MAP,MO_100001_62,MO_1_27506,
,,NONE,MAP,MO_100001_62,VMR_2_226882,
,,NONE,MAP,MO_100001_63,MO_1_27507,
,,NONE,MAP,MO_100001_63,VMR_2_226883,
,,NONE,MAP,MO_100001_64,MO_1_27508,
,,NONE,MAP,MO_100001_64,VMR_2_226884,
,,NONE,MAP,MO_100001_65,MO_1_27509,
,,NONE,MAP,MO_100001_65,VMR_2_226885,
,,NONE,MAP,MO_100001_66,MO_1_27510,
,,NONE,MAP,MO_100001_66,VMR_2_226886,
,,NONE,MAP,MO_100001_67,MO_1_27511,
,,NONE,MAP,MO_100001_67,VMR_2_226887,
,,NONE,MAP,MO_100001_68,MO_1_27528,
,,NONE,MAP,MO_100001_68,VMR_2_226904,
,,NONE,MAP,MO_100001_69,MO_1_27529,
,,NONE,MAP,MO_100001_69,VMR_2_226905,
,,NONE,MAP,MO_100001_70,MO_1_27530,
,,NONE,MAP,MO_100001_70,VMR_2_226906,
,,NONE,MAP,MO_100001_71,MO_1_27531,
,,NONE,MAP,MO_100001_71,VMR_2_226907,
,,NONE,MAP,MO_100001_72,MO_1_27532,
,,NONE,MAP,MO_100001_72,VMR_2_226908,
,,NONE,MAP,MO_100001_73,MO_1_27533,
,,NONE,MAP,MO_100001_73,VMR_2_226909,
,,NONE,MAP,MO_100001_74,MO_1_27534,
,,NONE,MAP,MO_100001_74,VMR_2_226910,
,,NONE,MAP,MO_100001_75,MO_1_27535,
,,NONE,MAP,MO_100001_75,VMR_2_226911,
,,NONE,MAP,MO_100001_76,MO_1_27536,
,,NONE,MAP,MO_100001_76,VMR_2_226912,
,,NONE,MAP,MO_100001_77,MO_1_27537,
,,NONE,MAP,MO_100001_77,VMR_2_226913,
,,NONE,MAP,MO_100001_78,MO_1_27538,
,,NONE,MAP,MO_100001_78,VMR_2_226914,
,,NONE,MAP,MO_100001_79,MO_1_27539,
,,NONE,MAP,MO_100001_79,VMR_2_226915,
,,NONE,MAP,MO_100001_80,MO_1_27540,
,,NONE,MAP,MO_100001_80,VMR_2_226916,
,,NONE,MAP,MO_100001_81,MO_1_27541,
,,NONE,MAP,MO_100001_81,VMR_2_226917,
,,NONE,MAP,MO_100001_82,MO_1_27542,
,,NONE,MAP,MO_100001_82,VMR_2_226918,
,,NONE,MAP,MO_100001_83,MO_1_27543,
,,NONE,MAP,MO_100001_83,VMR_2_226919,
,,NONE,MAP,MO_100001_84,MO_1_27556,
,,NONE,MAP,MO_100001_84,VMR_2_226932,
,,NONE,MAP,MO_100001_85,MO_1_27557,
,,NONE,MAP,MO_100001_85,VMR_2_226933,
,,NONE,MAP,MO_100001_86,MO_1_27558,
,,NONE,MAP,MO_100001_86,VMR_2_226934,
,,NONE,MAP,MO_100001_87,MO_1_27650,
,,NONE,MAP,MO_100001_87,VMR_2_227026,
,,NONE,MAP,MO_100001_88,MO_1_27651,
,,NONE,MAP,MO_100001_88,VMR_2_227027,
,,NONE,MAP,MO_100001_89,MO_1_27879,
,,NONE,MAP,MO_100001_89,VMR_2_227255,
,,NONE,MAP,MO_100001_90,MO_1_27880,
,,NONE,MAP,MO_100001_90,VMR_2_227256,
,,NONE,MAP,MO_100001_91,MO_1_27881,
,,NONE,MAP,MO_100001_91,VMR_2_227257,
,,NONE,MAP,MO_100001_92,MO_1_27882,
,,NONE,MAP,MO_100001_92,VMR_2_227258,
,,NONE,MAP,MO_100001_93,MO_1_27883,
,,NONE,MAP,MO_100001_93,VMR_2_227259,
,,NONE,MAP,MO_100001_94,MO_1_27884,
,,NONE,MAP,MO_100001_94,VMR_2_227260,
,,NONE,MAP,MO_100001_95,MO_1_27885,
,,NONE,MAP,MO_100001_95,VMR_2_227261,
,,NONE,MAP,MO_100001_96,MO_1_27886,
,,NONE,MAP,MO_100001_96,VMR_2_227262,
,,NONE,MAP,MO_100001_97,MO_1_27887,
,,NONE,MAP,MO_100001_97,VMR_2_227263,
,,NONE,MAP,MO_100001_98,MO_1_27888,
,,NONE,MAP,MO_100001_98,VMR_2_227264,
,,NONE,MAP,MO_100001_99,MO_1_27889,
,,NONE,MAP,MO_100001_99,VMR_2_227265,
,,NONE,MAP,MO_100001_100,MO_1_27919,
,,NONE,MAP,MO_100001_100,VMR_2_227295,
,,NONE,MAP,MO_100001_101,MO_1_27920,
,,NONE,MAP,MO_100001_101,VMR_2_227296,
,,NONE,MAP,MO_100001_102,MO_1_27921,
,,NONE,MAP,MO_100001_102,VMR_2_227297,
,,NONE,MAP,MO_100001_103,MO_1_27922,
,,NONE,MAP,MO_100001_103,VMR_2_227298,
,,NONE,MAP,MO_100001_104,MO_1_27923,
,,NONE,MAP,MO_100001_104,VMR_2_227299,
,,NONE,MAP,MO_100001_105,MO_1_27924,
,,NONE,MAP,MO_100001_105,VMR_2_227300,
,,NONE,MAP,MO_100001_106,MO_1_27925,
,,NONE,MAP,MO_100001_106,VMR_2_227301,
,,NONE,MAP,MO_100001_107,MO_1_27926,
,,NONE,MAP,MO_100001_107,VMR_2_227302,
,,NONE,MAP,MO_100001_108,MO_1_27927,
,,NONE,MAP,MO_100001_108,VMR_2_227303,
,,NONE,MAP,MO_100001_109,MO_1_27928,
,,NONE,MAP,MO_100001_109,VMR_2_227304,
,,NONE,MAP,MO_100001_110,MO_1_27929,
,,NONE,MAP,MO_100001_110,VMR_2_227305,
,,NONE,MAP,MO_100001_111,MO_1_27930,
,,NONE,MAP,MO_100001_111,VMR_2_227306,
,,NONE,MAP,MO_100001_112,MO_1_27931,
,,NONE,MAP,MO_100001_112,VMR_2_227307,
,,NONE,MAP,MO_100001_113,MO_1_27932,
,,NONE,MAP,MO_100001_113,VMR_2_227308,
,,NONE,MAP,MO_100001_114,MO_1_27933,
,,NONE,MAP,MO_100001_114,VMR_2_227309,
,,NONE,MAP,MO_100001_115,MO_1_27934,
,,NONE,MAP,MO_100001_115,VMR_2_227310,
,,NONE,MAP,MO_100001_116,MO_1_27935,
,,NONE,MAP,MO_100001_116,VMR_2_227311,
,,NONE,MAP,MO_100001_117,MO_1_27936,
,,NONE,MAP,MO_100001_117,VMR_2_227312,
,,NONE,MAP,MO_100001_118,MO_1_27937,
,,NONE,MAP,MO_100001_118,VMR_2_227313,
,,NONE,MAP,MO_100001_119,MO_1_27279,
,,NONE,MAP,MO_100001_119,VMR_2_227686,
,,NONE,MAP,MO_100001_120,MO_1_27363,
,,NONE,MAP,MO_100001_120,VMR_2_227770,
,,NONE,MAP,MO_100001_121,MO_1_27364,
,,NONE,MAP,MO_100001_121,VMR_2_227771,
,,NONE,MAP,MO_100001_122,MO_1_27365,
,,NONE,MAP,MO_100001_122,VMR_2_227772,
,,NONE,MAP,MO_100001_123,MO_1_27366,
,,NONE,MAP,MO_100001_123,VMR_2_227773,
,,NONE,MAP,MO_100001_124,MO_1_27367,
,,NONE,MAP,MO_100001_124,VMR_2_227774,
,,NONE,MAP,MO_100001_125,MO_1_27368,
,,NONE,MAP,MO_100001_125,VMR_2_227775,
,,NONE,MAP,MO_100001_126,MO_1_27369,
,,NONE,MAP,MO_100001_126,VMR_2_227776,
,,NONE,MAP,MO_100001_127,MO_1_27370,
,,NONE,MAP,MO_100001_127,VMR_2_227777,
,,NONE,MAP,MO_100001_128,MO_1_27371,
,,NONE,MAP,MO_100001_128,VMR_2_227778,
,,NONE,MAP,MO_100001_129,MO_1_27372,
,,NONE,MAP,MO_100001_129,VMR_2_227779,
,,NONE,MAP,MO_100001_130,MO_1_27373,
,,NONE,MAP,MO_100001_130,VMR_2_227780,
,,NONE,MAP,MO_100001_131,MO_1_27374,
,,NONE,MAP,MO_100001_131,VMR_2_227781,
,,NONE,MAP,MO_100001_132,MO_1_27375,
,,NONE,MAP,MO_100001_132,VMR_2_227782,
,,NONE,MAP,MO_100001_133,MO_1_27396,
,,NONE,MAP,MO_100001_133,VMR_2_227803,
,,NONE,MAP,MO_100001_134,MO_1_27397,
,,NONE,MAP,MO_100001_134,VMR_2_227804,
,,NONE,MAP,MO_100001_135,MO_1_27398,
,,NONE,MAP,MO_100001_135,VMR_2_227805,
,,NONE,MAP,MO_100001_136,MO_1_27399,
,,NONE,MAP,MO_100001_136,VMR_2_227806,
,,NONE,MAP,MO_100001_137,MO_1_27400,
,,NONE,MAP,MO_100001_137,VMR_2_227807,
,,NONE,MAP,MO_100001_138,MO_1_27401,
,,NONE,MAP,MO_100001_138,VMR_2_227808,
,,NONE,MAP,MO_100001_139,MO_1_27402,
,,NONE,MAP,MO_100001_139,VMR_2_227809,
,,NONE,MAP,MO_100001_140,MO_1_27403,
,,NONE,MAP,MO_100001_140,VMR_2_227810,
,,NONE,MAP,MO_100001_141,MO_1_27404,
,,NONE,MAP,MO_100001_141,VMR_2_227811,
,,NONE,MAP,MO_100001_142,MO_1_27405,
,,NONE,MAP,MO_100001_142,VMR_2_227812,
,,NONE,MAP,MO_100001_143,MO_1_27406,
,,NONE,MAP,MO_100001_143,VMR_2_227813,
,,NONE,MAP,MO_100001_144,MO_1_27407,
,,NONE,MAP,MO_100001_144,VMR_2_227814,
,,NONE,MAP,MO_100001_145,MO_1_22444,
,,NONE,MAP,MO_100001_145,VMR_2_228086,
,,NONE,MAP,MO_100001_146,MO_1_22573,
,,NONE,MAP,MO_100001_146,VMR_2_228215,
,,NONE,MAP,MO_100001_147,MO_1_22574,
,,NONE,MAP,MO_100001_147,VMR_2_228216,
,,NONE,MAP,MO_100001_148,MO_1_22638,
,,NONE,MAP,MO_100001_148,VMR_2_228280,
,,NONE,MAP,MO_100001_149,MO_1_22639,
,,NONE,MAP,MO_100001_149,VMR_2_228281,
,,NONE,MAP,MO_100001_150,MO_1_22640,
,,NONE,MAP,MO_100001_150,VMR_2_228282,
,,NONE,MAP,MO_100001_151,MO_1_22641,
,,NONE,MAP,MO_100001_151,VMR_2_228283,
,,NONE,MAP,MO_100001_152,MO_1_22642,
,,NONE,MAP,MO_100001_152,VMR_2_228284,
,,NONE,MAP,MO_100001_153,MO_1_22643,
,,NONE,MAP,MO_100001_153,VMR_2_228285,
,,NONE,MAP,MO_100001_154,MO_1_22644,
,,NONE,MAP,MO_100001_154,VMR_2_228286,
,,NONE,MAP,MO_100001_155,MO_1_22645,
,,NONE,MAP,MO_100001_155,VMR_2_228287,
,,NONE,MAP,MO_100001_156,MO_1_22646,
,,NONE,MAP,MO_100001_156,VMR_2_228288,
,,NONE,MAP,MO_100001_157,MO_1_22647,
,,NONE,MAP,MO_100001_157,VMR_2_228289,
,,NONE,MAP,MO_100001_158,MO_1_22648,
,,NONE,MAP,MO_100001_158,VMR_2_228290,
,,NONE,MAP,MO_100001_159,MO_1_22649,
,,NONE,MAP,MO_100001_159,VMR_2_228291,
,,NONE,MAP,MO_100001_160,MO_1_22650,
,,NONE,MAP,MO_100001_160,VMR_2_228292,
,,NONE,MAP,MO_100001_161,MO_1_22651,
,,NONE,MAP,MO_100001_161,VMR_2_228293,
,,NONE,MAP,MO_100001_162,MO_1_22652,
,,NONE,MAP,MO_100001_162,VMR_2_228294,
,,NONE,MAP,MO_100001_163,MO_1_22653,
,,NONE,MAP,MO_100001_163,VMR_2_228295,
,,NONE,MAP,MO_100001_164,MO_1_22654,
,,NONE,MAP,MO_100001_164,VMR_2_228296,
,,NONE,MAP,MO_100001_165,MO_1_22655,
,,NONE,MAP,MO_100001_165,VMR_2_228297,
,,NONE,MAP,MO_100001_166,MO_1_22656,
,,NONE,MAP,MO_100001_166,VMR_2_228298,
,,NONE,MAP,MO_100001_167,MO_1_22657,
,,NONE,MAP,MO_100001_167,VMR_2_228299,
,,NONE,MAP,MO_100001_168,MO_1_22658,
,,NONE,MAP,MO_100001_168,VMR_2_228300,
,,NONE,MAP,MO_100001_169,MO_1_22659,
,,NONE,MAP,MO_100001_169,VMR_2_228301,
,,NONE,MAP,MO_100001_170,MO_1_22660,
,,NONE,MAP,MO_100001_170,VMR_2_228302,
,,NONE,MAP,MO_100001_171,MO_1_22661,
,,NONE,MAP,MO_100001_171,VMR_2_228303,
,,NONE,MAP,MO_100001_172,MO_1_22664,
,,NONE,MAP,MO_100001_172,VMR_2_228306,
,,NONE,MAP,MO_100001_173,MO_1_22665,
,,NONE,MAP,MO_100001_173,VMR_2_228307,
,,NONE,MAP,MO_100001_174,MO_1_22666,
,,NONE,MAP,MO_100001_174,VMR_2_228308,
,,NONE,MAP,MO_100001_175,MO_1_22667,
,,NONE,MAP,MO_100001_175,VMR_2_228309,
,,NONE,MAP,MO_100001_176,MO_1_22668,
,,NONE,MAP,MO_100001_176,VMR_2_228310,
,,NONE,MAP,MO_100001_177,MO_1_21666,
,,NONE,MAP,MO_100001_177,VMR_2_228875,
,,NONE,MAP,MO_100001_178,MO_1_21667,
,,NONE,MAP,MO_100001_178,VMR_2_228876,
,,NONE,MAP,MO_100001_179,MO_1_21668,
,,NONE,MAP,MO_100001_179,VMR_2_228877,
,,NONE,MAP,MO_100001_180,MO_1_21669,
,,NONE,MAP,MO_100001_180,VMR_2_228878,
,,NONE,MAP,MO_100001_181,MO_1_21670,
,,NONE,MAP,MO_100001_181,VMR_2_228879,
,,NONE,MAP,MO_100001_182,MO_1_21671,
,,NONE,MAP,MO_100001_182,VMR_2_228880,
,,NONE,MAP,MO_100001_183,MO_1_21672,
,,NONE,MAP,MO_100001_183,VMR_2_228881,
,,NONE,MAP,MO_100001_184,MO_1_21673,
,,NONE,MAP,MO_100001_184,VMR_2_228882,
,,NONE,MAP,MO_100001_185,MO_1_21674,
,,NONE,MAP,MO_100001_185,VMR_2_228883,
,,NONE,MAP,MO_100001_186,MO_1_21675,
,,NONE,MAP,MO_100001_186,VMR_2_228884,
,,NONE,MAP,MO_100001_187,MO_1_21676,
,,NONE,MAP,MO_100001_187,VMR_2_228885,
,,NONE,MAP,MO_100001_188,MO_1_21677,
,,NONE,MAP,MO_100001_188,VMR_2_228886,
,,NONE,MAP,MO_100001_189,MO_1_21678,
,,NONE,MAP,MO_100001_189,VMR_2_228887,
,,NONE,MAP,MO_100001_190,MO_1_21679,
,,NONE,MAP,MO_100001_190,VMR_2_228888,
,,NONE,MAP,MO_100001_191,MO_1_21680,
,,NONE,MAP,MO_100001_191,VMR_2_228889,
,,NONE,MAP,MO_100001_192,MO_1_21681,
,,NONE,MAP,MO_100001_192,VMR_2_228890,
,,NONE,MAP,MO_100001_193,MO_1_21682,
,,NONE,MAP,MO_100001_193,VMR_2_228891,
,,NONE,MAP,MO_100001_194,MO_1_21683,
,,NONE,MAP,MO_100001_194,VMR_2_228892,
,,NONE,MAP,MO_100001_195,MO_1_21684,
,,NONE,MAP,MO_100001_195,VMR_2_228893,
,,NONE,MAP,MO_100001_196,MO_1_21685,
,,NONE,MAP,MO_100001_196,VMR_2_228894,
,,NONE,MAP,MO_100001_197,MO_1_21686,
,,NONE,MAP,MO_100001_197,VMR_2_228895,
,,NONE,MAP,MO_100001_198,MO_1_21687,
,,NONE,MAP,MO_100001_198,VMR_2_228896,
,,NONE,MAP,MO_100001_199,MO_1_21688,
,,NONE,MAP,MO_100001_199,VMR_2_228897,
,,NONE,MAP,MO_100001_200,MO_1_21689,
,,NONE,MAP,MO_100001_200,VMR_2_228898,
,,NONE,MAP,MO_100001_201,MO_1_21708,
,,NONE,MAP,MO_100001_201,VMR_2_228917,
,,NONE,MAP,MO_100001_202,MO_1_21709,
,,NONE,MAP,MO_100001_202,VMR_2_228918,
,,NONE,MAP,MO_100001_203,MO_1_21710,
,,NONE,MAP,MO_100001_203,VMR_2_228919,
,,NONE,MAP,MO_100001_204,MO_1_21711,
,,NONE,MAP,MO_100001_204,VMR_2_228920,
,,NONE,MAP,MO_100001_205,MO_1_21712,
,,NONE,MAP,MO_100001_205,VMR_2_228921,
,,NONE,MAP,MO_100001_206,MO_1_21713,
,,NONE,MAP,MO_100001_206,VMR_2_228922,
,,NONE,MAP,MO_100001_207,MO_1_21714,
,,NONE,MAP,MO_100001_207,VMR_2_228923,
,,NONE,MAP,MO_100001_208,MO_1_21715,
,,NONE,MAP,MO_100001_208,VMR_2_228924,
,,NONE,MAP,MO_100001_209,MO_1_21716,
,,NONE,MAP,MO_100001_209,VMR_2_228925,
,,NONE,MAP,MO_100001_210,MO_1_21717,
,,NONE,MAP,MO_100001_210,VMR_2_228926,
,,NONE,MAP,MO_100001_211,MO_1_21718,
,,NONE,MAP,MO_100001_211,VMR_2_228927,
,,NONE,MAP,MO_100001_212,MO_1_21719,
,,NONE,MAP,MO_100001_212,VMR_2_228928,
,,NONE,MAP,MO_100001_213,MO_1_21720,
,,NONE,MAP,MO_100001_213,VMR_2_228929,
,,NONE,MAP,MO_100001_214,MO_1_21721,
,,NONE,MAP,MO_100001_214,VMR_2_228930,
,,NONE,MAP,MO_100001_215,MO_1_21722,
,,NONE,MAP,MO_100001_215,VMR_2_228931,
,,NONE,MAP,MO_100001_216,MO_1_21723,
,,NONE,MAP,MO_100001_216,VMR_2_228932,
,,NONE,MAP,MO_100001_217,MO_1_21724,
,,NONE,MAP,MO_100001_217,VMR_2_228933,
,,NONE,MAP,MO_100001_218,MO_1_12988,
,,NONE,MAP,MO_100001_218,VMR_2_238115,
,,NONE,MAP,MO_100001_219,MO_1_12989,
,,NONE,MAP,MO_100001_219,VMR_2_238116,
,,NONE,MAP,MO_100001_220,MO_1_12990,
,,NONE,MAP,MO_100001_220,VMR_2_238117,
,,NONE,MAP,MO_100001_221,MO_1_12991,
,,NONE,MAP,MO_100001_221,VMR_2_238118,
,,NONE,MAP,MO_100001_222,MO_1_12992,
,,NONE,MAP,MO_100001_222,VMR_2_238119,
,,NONE,MAP,MO_100001_223,MO_1_12993,
,,NONE,MAP,MO_100001_223,VMR_2_238120,
,,NONE,MAP,MO_100001_224,MO_1_12994,
,,NONE,MAP,MO_100001_224,VMR_2_238121,
,,NONE,MAP,MO_100001_225,MO_1_12995,
,,NONE,MAP,MO_100001_225,VMR_2_238122,
,,NONE,MAP,MO_100001_226,MO_1_12996,
,,NONE,MAP,MO_100001_226,VMR_2_238123,
,,NONE,MAP,MO_100001_227,MO_1_12997,
,,NONE,MAP,MO_100001_227,VMR_2_238124,
,,NONE,MAP,MO_100001_228,MO_1_12998,
,,NONE,MAP,MO_100001_228,VMR_2_238125,
,,NONE,MAP,MO_100001_229,MO_1_13024,
,,NONE,MAP,MO_100001_229,VMR_2_238151,
,,NONE,MAP,MO_100001_230,MO_1_13025,
,,NONE,MAP,MO_100001_230,VMR_2_238152,
,,NONE,MAP,MO_100001_231,MO_1_13026,
,,NONE,MAP,MO_100001_231,VMR_2_238153,
,,NONE,MAP,MO_100001_232,MO_1_13027,
,,NONE,MAP,MO_100001_232,VMR_2_238154,
,,NONE,MAP,MO_100001_233,MO_1_13028,
,,NONE,MAP,MO_100001_233,VMR_2_238155,
,,NONE,MAP,MO_100001_234,MO_1_13029,
,,NONE,MAP,MO_100001_234,VMR_2_238156,
,,NONE,MAP,MO_100001_235,MO_1_13030,
,,NONE,MAP,MO_100001_235,VMR_2_238157,
,,NONE,MAP,MO_100001_236,MO_1_13031,
,,NONE,MAP,MO_100001_236,VMR_2_238158,
,,NONE,MAP,MO_100001_237,MO_1_13032,
,,NONE,MAP,MO_100001_237,VMR_2_238159,
,,NONE,MAP,MO_100001_238,MO_1_13033,
,,NONE,MAP,MO_100001_238,VMR_2_238160,
,,NONE,MAP,MO_100001_239,MO_1_13034,
,,NONE,MAP,MO_100001_239,VMR_2_238161,
,,NONE,MAP,MO_100001_240,MO_1_13035,
,,NONE,MAP,MO_100001_240,VMR_2_238162,
,,NONE,MAP,MO_100001_241,MO_1_13036,
,,NONE,MAP,MO_100001_241,VMR_2_238163,
,,NONE,MAP,MO_100001_242,MO_1_13037,
,,NONE,MAP,MO_100001_242,VMR_2_238164,
,,NONE,MAP,MO_100001_243,MO_1_13039,
,,NONE,MAP,MO_100001_243,VMR_2_238166,
,,NONE,MAP,MO_100001_244,MO_1_13040,
,,NONE,MAP,MO_100001_244,VMR_2_238167,
,,NONE,MAP,MO_100001_245,MO_1_13041,
,,NONE,MAP,MO_100001_245,VMR_2_238168,
,,NONE,MAP,MO_100001_246,MO_1_13042,
,,NONE,MAP,MO_100001_246,VMR_2_238169,
,,NONE,MAP,MO_100001_247,MO_1_13043,
,,NONE,MAP,MO_100001_247,VMR_2_238170,
,,NONE,MAP,MO_100001_248,MO_1_13044,
,,NONE,MAP,MO_100001_248,VMR_2_238171,
,,NONE,MAP,MO_100001_249,MO_1_13045,
,,NONE,MAP,MO_100001_249,VMR_2_238172,
,,NONE,MAP,MO_100001_250,MO_1_13060,
,,NONE,MAP,MO_100001_250,VMR_2_238187,
,,NONE,MAP,MO_100001_251,MO_1_13061,
,,NONE,MAP,MO_100001_251,VMR_2_238188,
,,NONE,MAP,MO_100001_252,MO_1_13062,
,,NONE,MAP,MO_100001_252,VMR_2_238189,
,,NONE,MAP,MO_100001_253,MO_1_13063,
